"recipe.link","recipe.name","recipe.author","recipe.description","recipe.instructions","img","img.css"
"/recipes/1014959-frozen-blackberry-margarita","Frozen Blackberry Margarita","Rosie Schaap","","Blend all of the ingredients (except the salt, sugar and limes) until smooth and frosty. Run lime wedge along rims of margarita glasses, and dip into salt-sugar mixture. Pour the blended drink, and garnish with blackberries and limes.","11drink-tmagSF-v2.jpg","fixed-height"
"/recipes/1014958-frozen-banana-daiquiri","Frozen Banana Daiquiri","Rosie Schaap","Here’s something to do with those rapidly ripening bananas on the kitchen counter. Simple syrup can be made ahead of time and kept in your fridge, and the basic ratio is one part sugar to one part water (you can do two parts sugar for a richer syrup). Bring water to a boil, add the sugar, and cook until completely dissolved. It’s an easy base for a world of cocktails. (The New York Times)","Blend ingredients until smooth and frosty. Pour into chilled glasses. Garnish with umbrella, cherry and orange slice.","11drink-tmagSF-v2.jpg","fixed-height"
"/recipes/1014957-frozen-pina-colada","Frozen Piña Colada","Rosie Schaap","This drink needs no introduction, and it’s a good reason to have coconut cream, pineapple and maraschino cherries in the fridge. Try raising the bar with Italian maraschinos. (The New York Times)","Blend ingredients until smooth and frosty. Pour into tall, chilled glasses and garnish with pineapple slices, maraschino cherries (and paper umbrellas, if you’ve got ’em).","11drink-tmagSF-v2.jpg","fixed-height"
"/recipes/1014893-watermelon-daiquiri","Watermelon Daiquiri","Mark Bittman","","Peel 1 small watermelon (about 3 pounds), and cut the flesh into large chunks. Purée them in a blender with 1/3 cup lime juice (or more to taste), 1 tablespoon honey, 1/2 cup rum, and some ice until cold and smooth. Serve in chilled glasses.","Watermelon-Daiquiri-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1014892-watermelon-cocktail-with-gin-and-basil","Watermelon Cocktail With Gin and Basil","Mark Bittman","","Put 1 cup water, 1 cup sugar and a small bunch of basil in a small saucepan. Boil until sugar dissolves, discard the basil and chill. Peel 1 small watermelon (3 pounds), and cut the flesh into large chunks. Purée them in a blender until smooth. Pour the purée through a fine-mesh strainer, and discard the solids. Combine the juice with the chilled basil syrup and about 1/2 cup gin. Serve over ice.","Watermelon-Cocktail-With-Gin-and-Basil-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1014889-rose-sangria","Rosé Sangria","John Willoughby","","Combine the rosé, liqueur and orange and lime juices in a large pitcher. Stir well, then add about 20 ice cubes. Add fruit, stir a bit and serve.","40.png","pattern-40 fixed-height"
"/recipes/1014874-sea-breeze","Sea Breeze","Rosie Schaap","","Add vodka and juices to an ice-filled highball glass (with or without salt-chili rim). Add hot sauce to taste. Garnish with lime wedge.","mag-14Drink-t-000_CA0-tmagSF.jpg","fixed-height"
"/recipes/1014873-brighton-beach-breeze","Brighton Beach Breeze","Rosie Schaap","Sorel liqueur, a newer liquor with notes of hibiscus, ginger, cinnamon and clove, can be found at a well-stocked liquor store. It can also be used to perk up Manhattans or margaritas. Here, it gives a Caribbean kick to that preppy summer classic, the Sea Breeze. (The New York Times)","Shake first four ingredients with ice. Pour over fresh ice into a highball glass, top with club soda. Garnish with mint and lime.","14drink-largeHorizontal375-v2.jpg","fixed-height"
"/recipes/1014875-madras","Madras","Rosie Schaap","This preppy staple is given an upgrade with a splash of triple sec and a great big curl of orange peel. It’s the color of a summer sunset. (The New York Times)","Add vodka, juices and triple sec to an ice-filled highball glass. Stir gently and add a splash of club soda. Garnish with a twist of orange peel.","mag-14Drink-t-000_CA0-tmagSF.jpg","fixed-height"
"/recipes/1014870-screaming-greenie","Screaming Greenie","Robert Simonson","","Make a simple syrup: Over medium burner, add the sugar to 1 cup of water and heat, stirring until sugar is dissolved. Cool. (Unused syrup can be refrigerated for 2 weeks.) In a blender, mix 1 3/4 ounces of the syrup with the vodka, absinthe, lemon juice, ice and 8 basil leaves until smooth. Pour into tall glass. Garnish with remaining basil leaf and lemon wheel.","10SLUSH3-largeHorizontal375.jpg","fixed-height"
"/recipes/1015566-gin-and-coconut-water","Gin and Coconut Water","Eric Asimov","","Combine all ingredients with ice in a cocktail shaker and stir for 20 seconds. Strain into a chilled martini glass. Garnish with fresh lime wedge.","dj-drink-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1014803-dill-and-garlic-vodka","Dill-and-Garlic Vodka","Rosie Schaap","","Put the dill, garlic and vodka in an airtight glass container (like a Mason jar). Seal tightly and refrigerate for 24 to 48 hours. Strain into a glass pitcher; add fresh sprigs of dill and a few cucumber slices. Serve very cold.","16drink-tmagSF.jpg","fixed-height"
"/recipes/1014802-sorrel","Sorrel","Rosie Schaap","","Combine ingredients in a heavy pan over medium heat. Bring to a boil, then lower heat and simmer for 10 minutes. Cool mixture, then strain into a pitcher and chill. If it is very strong, dilute with filtered water to taste. Serve with simple syrup and dark rum on the side, for guests to add (or not).","Sorrel-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1014801-sangrita","Sangrita","Rosie Schaap","","Mix ingredients in a pitcher, chill well and serve in small glasses to chase shots of reposado tequila (or not) — or with very cold Mexican beer","2.png","pattern-2 fixed-height"
"/recipes/1014748-joses-gin-and-tonic","José’s Gin and Tonic","Jeff Gordinier","","To a wide-rimmed rocks glass or stemless red-wine glass, add juniper berries, lime wheel, lemon peel, lemon verbena and a large ice cube. Add gin. Slowly add tonic water to taste.","ginandtonic-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1014754-sangria-compostela","Sangria Compostela","Eric Asimov","","For the lemon grass syrup: In a small saucepan, combine sugar, chopped lemon grass and 1/2 cup water. Place over medium heat until boiling. Remove from heat and strain syrup, discarding lemon grass. Allow to cool. (May be covered and refrigerated.) For the rosemary-infused apple juice: In a blender, combine apple juice and rosemary. Blend for 10 seconds. Pour mixture through a fine strainer, discarding solids, and set aside. For the sangria: In a pitcher, combine albariño, sake, lemon juice and club soda. Add the rosemary-infused apple juice and 3 ounces lemon grass syrup; mix well. Garnish and serve straight up or over ice.","22JPPOUR1-largeHorizontal375.jpg","fixed-height"
"/recipes/1014747-citrus-gin-and-tonic","Citrus Gin and Tonic","Jeff Gordinier","","In a rocks glass, add a large ice cube, gin and tonic. Garnish with coriander seeds, mint and grapefruit peel.","citrusginandtonic-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1014753-zurracapote","Zurracapote","Eric Asimov","","For the zurra red wine syrup: In a pot, combine wine, sugar, juniper berries and cinnamon stick. Place over low heat and stir just until sugar has dissolved; do not bring to a boil. Pour over apricots and raisins. Let stand 20 minutes. Strain over a bowl and reserve fruit and syrup separately. Discard juniper berries and cinnamon stick. This makes more than needed (2 cups syrup and 1 1/2 cups fruit), but syrup and fruit may be stored separately, covered and refrigerated, for up to 1 month. For the zurracapote: In a 3-quart container, combine the zurra syrup, wine, liqueur and vodka. Refrigerate until chilled, at least 3 hours. To serve, divide punch between two 1 1/2-quart pitchers. Fill each of 12 tall glasses with ice, 1 slice lemon and a spoonful of diced apple. Divide remaining lemon and apple, 1/4 cup apricot-raisin mixture and 2 cups ice cubes between the pitchers. Pour 5 ounces zurracapote into each glass, and top with 1 ounce of Sprite, or to taste. Stir before serving.","4.png","pattern-4 fixed-height"
"/recipes/1016301-cantina-band","Cantina Band","Julia Moskin","My favorite amaro cocktail was at Perla in Greenwich Village, where I ordered a Cantina Band with some suspicion. A highball with gin and ginger beer as its main components, it also listed lime, cucumber and Fernet, the bitterest of all the amari, among its ingredients. What arrived tasted like the love child of a Pimm’s Cup and a Dark and Stormy. The cough syrup flavor was drowned in a sea of lime and ginger. What remained was a drink as fresh as a breeze on a calm summer sea.","Combine 1 1/2 ounces Fernet Branca, 1/2 ounce gin, 1 ounce fresh lime juice, 3/4 ounce simple syrup and 3 slices cucumber in an ice-filled cocktail shaker. Shake well and strain over a tall glass filled with ice. Top with ginger beer and garnish with a cucumber slice on the rim of the glass.","video-summer-drinks-cantina-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1014746-kumquat-and-clove-gin-and-tonic","Kumquat and Clove Gin and Tonic","Jeff Gordinier","","In an 18-ounce glass, place both halves of 1 kumquat. Muddle lightly. Fill glass with ice, and place remaining kumquats and cloves on top. Add the gin, and tonic water to taste. ","video-summer-drinks-gin-tonic-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1016304-white-wine-mojito","White Wine Mojito","Florence Fabricant","I tend to prefer cocktails that follow classic recipes. But on a recent trip to southern Utah, I happily sipped a moderated mojito at Red Mountain Resort, which does not serve spirits, only beer and wine. The rum in this rendition had been swapped for sauvignon blanc. The general manager, Tracey Welsh, explained: “Our inspiration was to offer a lower alcohol content in cocktail favorites our guests love, allowing them to wake up feeling refreshed the next day, and ready to go for early morning hikes.” That’s providing you can drink just one.","Take 1/2 lime (cut crosswise) and cut off 1 thin slice and reserve. Cut the rest into 2 wedges. Place in shaker and muddle with 6 fresh mint leaves and 1 teaspoon agave syrup. Add 1/2 cup chilled sauvignon blanc and some ice, and shake well. Serve in a stemmed goblet, topped with 1/4 cup chilled club soda and garnished with reserved lime slice.","22MOJITO-largeHorizontal375.jpg","fixed-height"
"/recipes/1014751-sangria-penedes","Sangria Penedès","Eric Asimov","","In a pitcher or other container, combine peach liqueur, grapefruit juice, bitters and simple syrup. To serve, pour 1 1/2 ounces of the mixture into a champagne flute and top with Cava. Garnish with peach cubes.","22JPPOUR1-largeHorizontal375.jpg","fixed-height"
"/recipes/1016299-americano","Americano","Robert Simonson","The Negroni is enjoying a moment now. For bartenders and barflies, this deliciously complex mix of Campari, gin and sweet vermouth has become an easy way to fly one’s flag as a knowing cocktail classicist. But the drink’s rising profile has cast a shadow over its once-popular progenitor, the Americano. Without this refreshing Italian-born highball — Campari, sweet vermouth and club soda — there would have been no blueprint for the gin-loving Count Camillo Negroni to experiment with a century ago. (The drink’s family line actually goes back even farther; the Americano grew out of a simpler aperitif that omitted the soda, called the Milano-Torino — Milano in honor of the birthplace of Campari, Torino for the vermouth.) While the Americano doesn’t have quite the romance that’s grown around the Negroni, it also doesn’t have nearly as much alcohol. It’s a lighter and saner choice for summertime drinking. A pitcher of Americanos enjoyed on the back patio during a hot afternoon will not leave you down for the, uh, count.","Combine 1 1/2 ounces Campari with 1 1/2 ounces sweet vermouth in a highball glass filled with ice. Top with club soda. Garnish with a generous orange twist.","video-summer-drinks-americano-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1014760-genevrier-des-sud","Genévrier des Sud","Jeff Gordinier","This gin and tonic is made with Fever-Tree tonic, Hendrick’s gin, a slice of grapefruit, a sprinkle of freshly grated cardamom and a leaf of basil that’s clapped between two hands to foster the release of flavor.","Fill a cocktail glass with ice. Add cardamom and gin, and top with tonic water. Garnish with grapefruit slice and a basil leaf that has been clapped between your hands to release the flavor.","20130522-GIN-slide-KTT5-largeHorizontal375-v3.jpg","fixed-height"
"/recipes/1016298-kalimotxo","Kalimotxo","Rosie Schaap","Some might consider the kalimotxo (pronounced cal-ee-MO-cho) a guilty pleasure; I’ve received more than a few skeptical glances when I’ve ordered it at bars in New York. But I don’t feel an iota of contrition when I drink this Basque-country classic. It couldn’t be easier: equal parts red wine (some say the cheaper the better, but that’s up to you) and cola. I like a squeeze of lemon juice for a little brightness, and maybe a slice of lemon or orange to dress it up. But purists might consider even those modest additions a little fussy. The overall effect is surprisingly sangria-esque, minus all that fruit-chopping and waiting, and wonderfully refreshing. If you can find cola made with cane sugar rather than corn syrup, all the better, but the drink is still fine with whatever you’ve got on hand. The soda’s caffeine actually makes the kalimotxo a fine pick-me-up: an ideal afternoon drink when you know you’ve still got a long day, and night, ahead.","In a glass filled with ice, combine 3 or 4 ounces dry red wine (preferably Spanish) with an equal amount of cola and 1 squeeze lemon juice. Garnish with a lemon or orange slice to serve.","summerdrinks-winecola-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1014677-venezuela-libre","Venezuela Libre","Rosie Schaap","Jack McGarry of the Dead Rabbit, a sublime new Manhattan bar, recommends a variation on the Cuba Libre.","To a highball glass, add the rum, Fernet Branca and bitters; add ice, then fill the balance with Mexican cane cola. Garnish with lime wedge.","mag-21Drink-t_CA0-largeHorizontal375.jpg","fixed-height"
"/recipes/1014653-maple-old-fashioned","Maple Old-Fashioned","The New York Times","","Pour the maple syrup into an old-fashioned glass. Saturate with bitters, then squeeze in juice from 1 orange wedge and 1 lemon wedge. Add remaining wedges, press with a pestle, add bourbon and stir well. Add ice cubes, fill with sparkling water and stir again. Pour, and garnish with a cherry.","4.png","pattern-4 fixed-height"
"/recipes/1014575-basil-mint-wine-cooler","Basil-Mint Wine Cooler","Julia Moskin","","Combine wine and herbs. Working in batches, pour mixture into the bottle of a carbonator, filling it not more than 1/2 full (this will give the mixture room to foam). Charge with CO2 until very fizzy. Very slowly, as if opening a bottle of soda, release the bottle from the carbonator. Serve immediately, or cover tightly and chill. Serve over ice or straight up.","27JPSODA4-square320.jpg","fixed-width"
"/recipes/1014574-fizzy-campari-and-gin","Fizzy Campari and Gin","Julia Moskin","","Mix ingredients, plus 5 1/2 ounces very cold water, in a measuring cup with a pouring spout. Working in small batches, pour cold mixture into the bottle of a carbonator, filling it not more than 1/3 full (this will give the mixture room to foam). Charge with CO2 until very fizzy, waiting between charges for foam to subside completely. (This can take up to 2 minutes, so be patient.) Very slowly, as if opening a bottle of soda, release the bottle from the carbonator. Serve immediately, or cover tightly and chill. To serve, pour into small glasses and serve straight up, with a squeeze of lime or twist of lemon.","27SODA-tmagSF.jpg","fixed-height"
"/recipes/1014546-brown-corduroy","Brown Corduroy","Rosie Schaap","","Shake bourbon and bitters over ice. Strain into a highball over fresh ice. Top up with beer. Grate a little nutmeg on top.","17drink-square320.jpg","fixed-width"
"/recipes/1014400-tom-and-jerry","Tom and Jerry","Robert Simonson","","Make the batter: In a bowl, beat egg yolks until they are as thin as water. While beating, gradually add sugar, rum, vanilla, spices and bitters. In a separate bowl, beat egg whites until stiff. Fold into yolk mixture. If not using immediately, refrigerate batter. Make the drink: In a small saucepan, bring milk to boil. Meanwhile, warm a roughly 10-ounce Irish coffee mug in the oven. Pour in 2 ounces batter. Add 1 ounce rum and 1 ounce Cognac. Fill with boiling milk, stirring briskly with a small whisk while adding, so batter and milk are well mixed. Dust with nutmeg.","tom-and-jerry-videoSixteenByNine310-v2.jpg","fixed-height"
"/recipes/1014401-wassail","Wassail","Rosie Schaap","Here is the the beauty of wassail: more than just another nice-tasting drink, it’s part of a long (if largely forgotten) tradition of celebrating the life that winter can seem determined to snuff out. It’s a fragrant, warming concoction mixed in bulk (this recipe makes 12 servings) and set out for sharing, all but demanding that you call in a crowd. There’s really no such thing as wassail for one. A punch bowl is good for this, although you can also ladle it into individual cups. (The New York Times)","Heat oven to 350 degrees. Place apples in a 9-by-9-inch glass baking dish. Spoon light and dark brown sugar into center of each apple, dividing sugar evenly among them. Pour 1 cup water into bottom of dish and bake until tender, about 1 hour. Meanwhile, pour Madeira, ale and English and apple ciders into a large slow cooker or heavy pot. Place cloves, allspice, cinnamon and orange peel into cheesecloth, tie shut with kitchen twine and add to slow cooker or pot along with ginger and nutmeg. Set slow cooker to medium, or place pot over low heat. Gently simmer for about 1 hour, while apples bake, or longer if desired. Add liquid from the baking dish and stir to combine. Using tongs, transfer apples into slow cooker or pot to garnish. Reduce heat. Ladle hot wassail into heatproof cups to serve.","12wassailspan-videoSixteenByNine310.jpg","fixed-height"
"/recipes/1014389-nog-the-hard-way","Nog: The Hard Way","Rosie Schaap","This is a classic nog made with a cooked custard base, perfect for those turned off by raw eggs. Rum adds a deeply sugary, spicy note, although feel free to riff with a favorite bourbon or brandy. This recipe serves 8. (The New York Times)","In a saucepan, heat 2 cups milk but don’t boil. Turn off the heat. In a mixing bowl, gradually add the sugar into the egg yolks and whisk until thick and pale. Whisk 1 cup of the warm milk into the yolk-sugar mixture. Add this back to the milk in the pan, stirring over low heat until thickened and blended. Turn off the heat and quickly stir in the cream. Place pan in a large bowl half-filled with ice water. Stir occasionally, until chilled. When chilled, stir into punch bowl and add rum and remaining milk. In a mixing bowl, beat the egg whites until they form soft peaks. Then fold them into the nog. Top each serving with grated nutmeg. Serves 8.","09drink-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12943-mr-october","Mr. October","Robert Simonson","","Make the syrup: Combine the sugar, cinnamon and 1 cup water in a small pan over medium heat. Let simmer about 15 minutes. Strain. Allow syrup to cool before using. (Can be refrigerated.) Mix the drink: In a shaker with ice, put 3/4 ounce of the cinnamon syrup with the apple brandy, lemon juice, liqueur and allspice dram. Shake. Double strain into chilled cocktail glass. Dust with nutmeg.","October-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12942-crystal-fall","Crystal Fall","Robert Simonson","","Make the simple syrup: Heat the sugar in 1 cup water until sugar is dissolved. (Can be stored in refrigerator.) Mix the drink: In a shaker half-filled with ice, combine 1 teaspoon simple syrup and the Cognac, rum, sherry, ginger syrup, cider, juice and bitters. Shake, then strain over crushed ice into a double rocks glass. Garnish with apple slice.","14DRINKS3_SPAN-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12924-autumn-bonfire","Autumn Bonfire","Rosie Schaap","My Scotch-whisky-inflected alternative to a Jack Rose.","Combine all ingredients in a mixing glass with ice. Stir for 30 seconds. Strain into a cocktail glass (or serve over fresh ice in a rocks glass). Garnish with an apple fan or a slice of apple.","Autumn-Bonfire-popup-v2.jpg","fixed-width"
"/recipes/12823-lemon-gin-granita","Lemon-Gin Granita","Rosie Schaap","","In a saucepan over medium heat, bring honey, lemon juice and 1 cup water to a boil, whisking until honey dissolves. Remove from heat and whisk in zest and gin. Pour mixture into a shallow dish. Freeze for 1 hour, then stir with a fork. Freeze for 40 minutes more, then rake with fork, repeating every 40 minutes until granita is icy and slushy (about 3 hours total). Serve in cocktail glasses.","GinGranita-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12824-rum-raisin-hot-cocoa","Rum Raisin Hot Cocoa","Rosie Schaap","","In a saucepan over low heat, combine cocoa powder, sugar, crème de cacao and just enough half-and-half to make a slurry. Add milk and whisk until blended (be careful not to boil). Remove from heat and add rum. To serve, put three rum-soaked raisins in a mug, pour in the cocoa mixture and top with cream that has been freshly whipped with a little rum.","14drink-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12853-corpse-reviver-variation","Corpse Reviver Variation","Rosie Schaap","","Shake with ice; strain into a coupe. Garnish with a twist.","Corpse-Reviver-videoSixteenByNine310.png","fixed-height"
"/recipes/12854-the-said-and-done","The Said and Done","Rosie Schaap","This is a gin cocktail offered up by Marcine Franckowiak, a bartender at St. Mazie in Brooklyn. It’s fast, light and refreshing, and gets to the point quickly. (The New York Times)","Muddle the ginger in a mixing glass. Add ice and other ingredients. Shake. Serve in a Collins glass. Top with a splash of soda water. Garnish with an orange twist.","The-Said-and-Done-videoSixteenByNine310.png","fixed-height"
"/recipes/12855-dees-margarita","Dee's Margarita","Rosie Schaap","","Shake ingredients with ice and serve on the rocks in a tall glass.","Dees-Margarita-videoSixteenByNine310.png","fixed-height"
"/recipes/1015304-limoncello-once-removed","Limoncello Once Removed","Toby Cecchini","It’s one of those things you never think about, limoncello, until it pops up as a suddenly great idea: that dazzling bright yellow, half-frozen, lemony tang, like an adult slushie. Though it is also sweet, its penetrating citrine pop cuts like the Jaws of Life at the close of a hearty meal. It helps to have another pair of hands while setting this up, but once you’ve gotten the initial setup in place, it takes care of itself.","Pour the spirit into the well-cleaned urn. Drape the cheesecloth in crossing swaths, making sure to gauge the length so that once the weight of the lemons is pending, they cannot reach the spirit. Bind the cheesecloth tightly in place on the outside edge of the urn with the butcher’s twine, wrapping it under a lip to make certain it is well held. Place the lemons into their hammock and cap the whole with the lid. If the lid has a plastic or rubber gasket, you may wish to remove it, lest it leach any off-flavors into the mix. Store in a stable environment out of sunlight for nine weeks. Given variables like temperature and humidity, your limoncello may be ready before then. Warmer climates will speed up the process. Avoid opening the jar, as it will set the curing process back, but do pay attention to the color of the mix; you want it rich with a kind of varnished yellow, but it can actually go too far, overextracting into a brown color with an intensity that can be too much for some people’s taste. At the end of the aging period you should have roughly 1 4/10 liters of unsweetened lemon spirit at roughly 60 percent alcohol by volume, or 120 proof. Make a simple syrup of ½ liter water and the same of sugar. When dissolved fully, add to the lemon spirit and mix well. Taste for strength, balance and sweetness and adjust water for dilution and/or sugar if necessary. Be cautious not to drown the lemon’s bite and aromatics with too much sugar, but also bear in mind that if you’re serving your limoncello from the freezer, you will perceive slightly less sweetness in the frozen mixture.","02limoncello-cecchini-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12800-the-southern-slope","The Southern Slope","Rosie Schaap","This recipe, from Julie Reiner of the Clover Club in Brooklyn, is a bourbon Manhattan, sweetened up with apricot and smoothed out with vermouth. It’s a strong one, and it goes down easily. (The New York Times)","Stir over ice and strain into a rocks glass over fresh ice. Garnish: Luxardo cherry.","07drink-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12801-moos-manhattan","Moo’s Manhattan","Rosie Schaap","","Pour wet ingredients into a mixing glass. Add ice and stir for 30 seconds. Add another dash of Angostura to a chilled coupe. Twist the lemon and orange peels directly over the coupe. Vigorously rub the peels inside the coupe, then discard them. Add 1 brandied cherry. Strain the liquid into the prepared glass.","2.png","pattern-2 fixed-height"
"/recipes/12675-tequila-watermelon-punch","Tequila-Watermelon Punch","Rosie Schaap","To make watermelon puree, put seedless chunks of watermelon in a blender and pulse, then push the puree through a mesh sieve to make it smoother. (Cutting a whole watermelon might make your kitchen look like a Gallagher set, so it’s O.K. to use precut watermelon from a supermarket.)","In a large pitcher or bowl, stir together the watermelon puree, tequila and lime juice. To sweeten, adjust with agave nectar. To serve, pour into glasses over ice, top each glass with seltzer, a pinch of sea salt and slices of jalapeno.","12drink-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12658-il-sorpasso","Il Sorpasso","Jennifer Steinhauer","","In a cocktail shaker, combine the Aperol, bourbon, honey, lemon juice and sugar. Shake well. Fill a rocks glass with ice, and pour in contents of the shaker. Top with club soda, and garnish with orange slice.","Il-Sorpasso-mediumThreeByTwo440.jpg","fixed-height"
"/recipes/12676-shaddocks-fizz","Shaddock’s Fizz","Jennifer Steinhauer","","Pour Aperol, grapefruit juice and St.-Germain into a cocktail shaker. Shake well. Fill a highball glass with ice, and pour in contents of shaker. Top with Champagne and add grapefruit twist.","08APEROL_SPAN-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12566-batida-de-maracuja-e-coco","Batida de Maracujá e Coco","Robert Simonson","","In a blender, combine all ingredients; put in condensed milk last. Blend until smooth. Pour into an old-fashioned glass.","11CACHACA_SPAN-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12517-emperors-garden","Emperor’s Garden","Melissa Clark","On a warm spring night, the Emperor’s Garden, a rhubarb and gin cocktail spiked with Thai basil and seasoned rice vinegar (a condiment used to make sushi rice, flavored with sugar and salt), is a perfect way to celebrate spring and also to use up some of the rhubarb you bought at the green market.","Make rhubarb simple syrup: Bring 1 cup water to a boil in a medium saucepan. Add rhubarb and sugar, and stir until sugar is dissolved. Remove from heat, cover and let stand for 1 hour. Reserve a selection of rhubarb slices as cocktail garnishes, then strain syrup and store chilled for up to 7 days. In a mixing glass, muddle the Thai basil leaves with the seasoned rice wine vinegar. Add gin, 1 ounce rhubarb simple syrup and lemon juice. Fill mixing glass 2/3 full of ice and shake vigorously. Using a fine mesh strainer, pour into a chilled cocktail glass. Garnish with a Thai basil leaf and a slice of reserved rhubarb.","emperorsgarden-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12516-el-presidente","El Presidente","Melissa Clark","","Make grenadine by combining the pomegranate juice with the superfine sugar in a jar. Shake until the sugar dissolves. (This will keeps in the refrigerator for about a month.) In a mixing glass, combine rum, Curacao, French vermouth and a dash of grenadine. Fill mixing glass 2/3 full of ice, and stir gently. Using a fine mesh strainer, pour into a chilled cocktail glass. Garnish with a twist of orange peel.","presidente-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12515-cherry-sherry-cobbler","Cherry Sherry Cobbler","Melissa Clark","","Make simple syrup by combining the superfine sugar with 1 cup water in a jar; shake until sugar is dissolved. (This will keep in the refrigerator for weeks.) In a highball glass, muddle lemon and 3 cherries with 3/4 of an ounce of simple syrup. Add sherry, stir to combine and fill glass with crushed ice. Garnish with another cherry and an orange slice. Serve with a straw.","cherrysherry-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12527-mary-pickford","Mary Pickford","Jim Meehan","","Stir all liquid ingredients with ice. Strain into a rocks glass filled with ice. Garnish with an orange twist.","Mary-Pickford-popup.jpg","fixed-height"
"/recipes/12539-widows-kiss","Widow’s Kiss","Jim Meehan","","Stir all ingredients with ice. Strain into a chilled coupe glass","Widows-Kiss-popup.jpg","fixed-width"
"/recipes/12501-gin-fix","Gin Fix","Florence Fabricant","","Divide sugar evenly between 2 highball glasses. Add 1 tablespoon water and 1 tablespoon lemon juice to each and stir to dissolve sugar. Add gin to each glass, then fill with finely cracked ice. Stir. If desired, reduce the amount of ice by half and add 1/2 cup sparkling rosé to each glass. Garnish with raspberries and serve with a straw.","13PAIR_SPAN-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12521-siesta","Siesta","Jim Meehan","","Shake all liquid ingredients with ice. Strain into a chilled coupe glass. Garnish with a grapefruit twist.","Siesta-popup.jpg","fixed-width"
"/recipes/12533-sidecar","Sidecar	","Jim Meehan","","Shake all liquid ingredients with ice. Rim half a chilled coupe glass with sugar. Strain drink into glass. Garnish with a lemon twist.","Sidecar-popup.jpg","fixed-width"
"/recipes/12538-junior","Junior","Jim Meehan","","Shake all ingredients with ice. Strain into a chilled coupe glass","Junior-popup.jpg","fixed-width"
"/recipes/12528-fancy-free","Fancy Free","Jim Meehan","","Stir all liquid ingredients with ice. Strain into a rocks glass filled with ice. Garnish with an orange twist.","13SUBMEEHAN_SPAN-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12529-brooklyn","Brooklyn","Jim Meehan","","Stir all ingredients with ice. Strain into a chilled coupe glass.","Brooklyn-popup.jpg","fixed-width"
"/recipes/12532-mai-tai","Mai-Tai	","Jim Meehan","","Shake all liquid ingredients with ice. Strain into a rocks glass filled with ice. Garnish with a mint sprig.","Mai-Tai-popup.jpg","fixed-width"
"/recipes/12537-vieux-carre","Vieux Carré","Jim Meehan",""," Stir all ingredients with ice. Strain into a chilled rocks glass over ice","Vieux-Carr-popup.jpg","fixed-width"
"/recipes/12542-victorian-gin-punch","Victorian Gin Punch","Florence Fabricant","Here is a punch to mix with the more flavorful American gins, from a recipe provided to The Times by the drinks historian David Wondrich. His cocktails are light and summery, and a refreshing change from the usual gin and tonic. This recipe makes 20 servings.","Use a vegetable peeler to peel long strips of pith-free skin from the lemons. Place peels in a bowl, add sugar, muddle vigorously and allow to steep 2 to 3 hours. Juice lemons to obtain 3/4 cup. Pour lemon juice over peels and stir to dissolve sugar. Transfer to a 3-quart pitcher half-filled with ice. Add gin, liqueur and seltzer. Stir and pour into punch cups or short-stemmed glasses, and serve.","13PAIR_SPAN-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12524-aviation","Aviation","Jim Meehan","","Shake all ingredients with ice. Strain into chilled coupe glass.","Aviation-videoSixteenByNine310.jpg","fixed-height"
"/recipes/12536-caprice","Caprice	","Jim Meehan","","Stir all liquid ingredients with ice. Strain into a chilled coupe glass. Garnish with an orange twist","Caprice-popup.jpg","fixed-width"
