"ingredient.group","ingredient.subgroup","ingredient","as.written"
"Bottle","Rum-Pineapple","Stiggins' Fancy Pineapple Rum","ounces plantation pineapple rum stiggins' fancy"
"Bottle","Rum-Raspberry","Raspberry-Flavored Rum","ounces raspberry-flavored rum"
"Bottle","Rum-Rhum Agricole","Neisson Rhum Agricole","ounces neisson blanc rhum agricole"
"Bottle","Rum-Rhum Agricole","Neisson Rhum Agricole","ounce 100 proof rhum agricole, preferably neisson"
"Bottle","Rum-Rhum Agricole","Rum Aged White Martinique","ounces (5 tablespoons) aged white martinique rum"
"Bottle","Rum-Rhum Agricole","Rum White Haitian","ounces white haitian rum"
"Bottle","Rum-Spanish Style","Cruzan 5-year","ounces cruzan 5-year rum"
"Bottle","Rum-Spanish Style","Cruzan Blackstrap","ounce blackstrap rum, such as cruzan or gosling’s"
"Bottle","Rum-Spanish Style","Cruzan Blackstrap","ounces blackstrap rum, preferably cruzan"
"Bottle","Rum-Spanish Style","Diplomático Reserva","ounces aged rum (such as diplomático reserva)"
"Bottle","Rum-Spanish Style","Matusalem Platino","ounces white rum (matusalem platino, appleton white or brugal white are all fine choices)"
"Bottle","Rum-Spanish Style","Montecristo","ounces montecristo rum (or other dark rum)"
"Bottle","Rum-Spanish Style","Santa Teresa Rum","ounces santa teresa ‘‘1796’’ solera rum"
"Bottle","Rum-Spanish Style","Zacapa Centenario","ounces zacapa centenario or other aged rum"
"Bottle","Rum-Spiced","House Spiced Rum","ounces spiced rum"
"Bottle","Rum-White","House White Rum","ounces light rum"
"Bottle","Rum-White","House White Rum","ounce light rum"
"Bottle","Rum-White","House White Rum","ounces white rum"
"Bottle","Rum-White","House White Rum","ounce overproof (150-proof alcohol) white rum"
"Bottle","Rum-White","House White Rum","ounces bacardi light rum"
"Bottle","Rum-White","House White Rum","ounce white rum"
"Bottle","Rum-White","House White Rum","tablespoons (1 ounce) clear rum, more if necessary"
"Bottle","Rum-White","House White Rum","ounces clear rum"
"Bottle","Rum-White","House White Rum","ounces of light rum"
"Bottle","Sherry","House Sherry","ounce px sherry"
"Bottle","Sherry-Amontillado","House Amontillado Sherry","ounce amontillado sherry"
"Bottle","Sherry-Amontillado","House Amontillado Sherry","ounces dry amontillado sherry"
"Bottle","Sherry-Amontillado","House Amontillado Sherry","ounces amontillado sherry"
"Bottle","Sherry-Amontillado","House Amontillado Sherry","teaspoon medium amontillado sherry"
"Bottle","Sherry-Cream","Harveys Bristol Cream Sherry","ounce harveys bristol cream sherry"
"Bottle","Sherry-Dry","Dry Sack Sherry","oz. dry sack sherry"
"Bottle","Sherry-Dry","Los Arcos Dry Sherry","ounce dry amontillado sherry, preferably los arcos from lustau"
"Bottle","Sherry-Dry","Tio Pepe Dry Sherry","ounces tio pepe dry sherry"
"Bottle","Sherry-Fino","House Fino Sherry","ounce dry spanish sherry, such as fino, amontillado or oloroso"
"Bottle","Sherry-Fino","House Fino Sherry","750-milliliter bottle fino sherry, chilled"
"Bottle","Sherry-Manzanilla","Barbadillo Solear Manzanilla Sherry","¾ oz. barbadillo solear or other quality manzanilla sherry"
"Bottle","Sherry-Manzanilla","House Manzanilla Sherry","bottles (500 milliliters each) manzanilla sherry or 2 bottles 750 milliliters each dry white wine"
"Bottle","Sherry-Palo Cortado","Lustau Palo Cortado Sherry","ounce palo cortado sherry, preferably lustau"
"Bottle","Sherry-Pedro Ximenez","Lustau Pedro Ximenez Sherry","ounce lustau pedro ximenez sherry"
"Bottle","Tequila","House Tequila","cup plus 1 ounce tequila"
"Bottle","Tequila","House Tequila","ounces tequila"
"Bottle","Tequila","House Tequila","cup of tequila"
"Bottle","Tequila","House Tequila","cup tequila"
"Bottle","Tequila","House Tequila","ounces of tequila"
"Bottle","Tequila","House Tequila","ounce tequila"
"Bottle","Tequila-Anejo","House Anejo Tequila","oz. anejo tequila"
"Bottle","Tequila-Blanco","Herradura Blanco","ounces herradura blanco (or any good silver tequila)"
"Bottle","Tequila-Blanco","Herradura Hacienda del Cristero","ounces herradura hacienda del cristero blanco tequila"
"Bottle","Tequila-Blanco","House Blanco Tequila","ounces blanco tequila"
"Bottle","Tequila-Blanco","House Blanco Tequila","ounces 100 percent agave blanco tequila"
"Bottle","Tequila-Blanco","House Blanco Tequila","ounce or less silver tequila, depending on amount of mezcal"
"Bottle","Tequila-Blanco","House Blanco Tequila","part silver tequila"
"Bottle","Tequila-Blanco","House Blanco Tequila","ounce blanco tequila"
"Bottle","Tequila-Blanco","House Blanco Tequila","cup silver (blanco) tequila"
"Bottle","Tequila-Blanco","House Blanco Tequila","ounces silver tequila"
"Bottle","Tequila-Blanco","House Blanco Tequila","quart white tequila"
"Bottle","Tequila-Jalapeño","Jalapeño-Infused Blanco Tequila","ounce jalapeño-infused blanco tequila (see notes)"
"Bottle","Tequila-Reposado","Herradura Reposado","oz. herradura reposado tequila"
"Bottle","Tequila-Reposado","House Reposado Tequila","ounce reposado tequila"
"Bottle","Tequila-Reposado","House Reposado Tequila","ounces reposado tequila"
"Bottle","Tequila-Reposado","Milagro Reposado","ounces reposado tequila, preferably milagro"
"Bottle","Vermouth-Dry","Dolin Dry ","ounces dolin blanc vermouth"
"Bottle","Vermouth-Dry","Dolin Dry","ounce dry vermouth, preferably dolin"
"Bottle","Vermouth-Dry","Dolin Dry","oz. dolin blanc vermouth"
"Bottle","Vermouth-Dry","Dolin Dry","¾ oz. dolin blanc vermouth de chambéry"
"Bottle","Vermouth-Dry","House Dry Vermouth","ounces (2 cups) white vermouth"
"Bottle","Vermouth-Dry","House Dry Vermouth","ounce french (dry white) vermouth"
"Bottle","Vermouth-Dry","House Dry Vermouth","1½ ounces dry vermouth"
"Bottle","Vermouth-Dry","House Dry Vermouth","¾ ounce dry vermouth"
"Bottle","Vermouth-Dry","House Dry Vermouth","ounce dry vermouth"
"Bottle","Vermouth-Dry","House Dry Vermouth","ounces dry vermouth"
"Bottle","Vermouth-Dry","House Dry Vermouth","ounce of dry vermouth"
"Bottle","Vermouth-Dry","House Dry Vermouth","a touch of dry vermouth"
"Bottle","Vermouth-Dry","House Dry Vermouth","dry vermouth"
"Bottle","Vermouth-Dry","Noilly Prat","milliliters dry vermouth, preferably noilly prat"
"Bottle","Vermouth-Dry","Noilly Prat","part noilly prat dry vermouth"
"Bottle","Vermouth-Sweet","Carpano Antica","oz. carpano antica formula"
"Bottle","Vermouth-Sweet","Carpano Antica","ounce sweet vermouth (i love a half and half mixture of cinzano rosso and carpano antica formula)."
"Bottle","Vermouth-Sweet","Carpano Antica","ounce carpano antica vermouth"
"Bottle","Vermouth-Sweet","Carpano Antica","ounce carpano antica formula vermouth"
"Bottle","Vermouth-Sweet","Carpano Antica","ounces sweet italian vermouth, like carpano antica"
"Bottle","Vermouth-Sweet","Carpano Antica","ounce sweet vermouth (carpano antica formula or martini & rossi)"
"Bottle","Vermouth-Sweet","Dolin Rouge","ounce sweet vermouth, preferably dolin rouge"
"Bottle","Vermouth-Sweet","House Sweet Vermouth","ounces sweet vermouth"
"Bottle","Vermouth-Sweet","House Sweet Vermouth","¾ ounce sweet vermouth"
"Bottle","Vermouth-Sweet","House Sweet Vermouth","½ ounce sweet vermouth"
"Bottle","Vermouth-Sweet","House Sweet Vermouth","ounce sweet vermouth"
"Bottle","Vermouth-Sweet","House Sweet Vermouth","tablespoons sweet vermouth"
"Bottle","Vermouth-Sweet","House Sweet Vermouth","ounce sweet red vermouth"
"Bottle","Vermouth-Sweet","House Sweet Vermouth","splash of vermouth"
"Bottle","Vermouth-Sweet","House Sweet Vermouth","ounce italian (sweet) vermouth"
"Bottle","Vermouth-Sweet","Martini & Rossi","ounce martini & rossi sweet vermouth"
"Bottle","Vermouth-Sweet","Martini & Rossi","oz. martini & rossi sweet vermouth"
"Bottle","Vermouth-Sweet","Punt e Mes","ounce punt e mes vermouth"
"Bottle","Vermouth-Sweet","Punt e Mes","oz. punt e mes italian vermouth"
"Bottle","Vermouth-Sweet","Punt e Mes","ounce punt e mes or other sweet vermouth"
"Bottle","Vermouth-Sweet","Vya Sweet Vermouth","ounces vya sweet vermouth"
"Bottle","Vodka","Absolut","ounce absolut vodka"
"Bottle","Vodka","Ciroc","ounces ciroc vodka"
"Bottle","Vodka","Grey Goose","ounce grey goose vodka"
"Bottle","Vodka","House Vodka","ounces vodka"
"Bottle","Vodka","House Vodka","ounces high-quality vodka"
"Bottle","Vodka","House Vodka","cups vodka"
"Bottle","Vodka","House Vodka","1-liter bottle vodka"
"Bottle","Vodka","House Vodka","ounces (2 tablespoons plus 2 teaspoons) vodka"
"Bottle","Vodka","House Vodka","ounce vodka"
"Bottle","Vodka","House Vodka","milliliters vodka"
"Bottle","Vodka","House Vodka","cup vodka"
"Bottle","Vodka","House Vodka","part vodka (any russian will do)"
"Bottle","Vodka","House Vodka","1cup of vodka"
"Bottle","Vodka","House Vodka","750-milliliter bottle good-quality vodka"
"Bottle","Vodka","House Vodka","750-milliter bottle vodka"
"Bottle","Vodka","House Vodka","ounces of 80 proof vodka"
"Bottle","Vodka","House Vodka","ounce of vodka"
"Bottle","Vodka","House Vodka","750-milliliter bottle vodka"
"Bottle","Vodka","House Vodka","750-milliliter bottle of vodka"
"Bottle","Vodka","Skyy","ounces of skyy vodka"
"Bottle","Vodka-Basil","Basil-Infused Vodka","ounces basil-infused organic vodka*"
"Bottle","Vodka-Citrus","Absolut Citron","ounces of absolut citron vodka"
"Bottle","Vodka-Citrus","Absolut Mandrin","ounces absolut mandrin vodka"
"Bottle","Vodka-Citrus","House Citrus Vodka","ounces citron vodka"
"Bottle","Vodka-Citrus","House Citrus Vodka","ounces citrus vodka"
"Bottle","Vodka-Citrus","Ketel One Citroen","ounces ketel one citroen vodka"
"Bottle","Vodka-Grape","Grape Cîroc","ounces cîroc grape vodka"
"Bottle","Vodka-High Proof","Everclear","liters of everclear, or other strong or overproof spirit"
"Bottle","Vodka-High Proof","House High-Proof Vodka","ounces high-proof vodka"
"Bottle","Vodka-Honey Pepper","Honey Pepper Nemiroff","ounces nemiroff honey pepper vodka"
"Bottle","Vodka-Horseradish","Horseradish-Infused Vodka","ounces horseradish-infused vodka, well chilled"
"Bottle","Vodka-Lemon","House Lemon Vodka","ounces lemon vodka"
"Bottle","Vodka-Orange","Orange Stolichnaya","cups stolichnaya orange vodka"
"Bottle","Vodka-Orange","Stoli Oranj","ounce stoli oranj vodka"
"Bottle","Vodka-Pepper","Absolut Peppar","ounces chili-pepper-flavored vodka, like absolut peppar"
"Bottle","Vodka-Rasberry","Absolut Raspberri","absolut raspberri"
"Bottle","Vodka-Vanilla","House Vanilla Vodka","ounce vanilla-flavored vodka"
"Bottle","Vodka-Vanilla","House Vanilla Vodka","ounce vanilla vodka"
"Bottle","Whiskey","House Whiskey","ounces of your favorite whiskey"
"Bottle","Whiskey","House Whiskey","cup whiskey"
"Bottle","Whiskey-Bourbon","Basil Hayden's","oz. basil hayden’s bourbon"
"Bottle","Whiskey-Bourbon","Bulleit","oz. bulleit bourbon"
"Bottle","Whiskey-Bourbon","Elijah Craig 12-Year","ounces bourbon (i like elijah craig 12-year-old, a great value)."
"Bottle","Whiskey-Bourbon","House Bourbon","ounces bourbon"
"Bottle","Whiskey-Bourbon","House Bourbon","oz. bourbon"
"Bottle","Whiskey-Bourbon","House Bourbon","cup bourbon"
"Bottle","Whiskey-Bourbon","House Bourbon","ounces bourbon or rye"
"Bottle","Whiskey-Bourbon","House Bourbon","cups bourbon, other whiskey or brandy"
"Bottle","Whiskey-Bourbon","House Bourbon","750-ml bottle bourbon"
"Bottle","Whiskey-Bourbon","House Bourbon","bourbon"
"Bottle","Whiskey-Bourbon","House Bourbon","ounce bourbon"
"Bottle","Whiskey-Bourbon","House Bourbon","750-milliliter bottle bourbon or rye"
"Bottle","Whiskey-Bourbon","Jim Beam","50-milliliter bottle of jim beam bourbon"
"Bottle","Whiskey-Bourbon","Jim Beam","ounces jim beam bourbon"
"Bottle","Whiskey-Bourbon","Maker's Mark","ounces maker's mark bourbon (or rye if you prefer)"
"Bottle","Whiskey-Bourbon","Maker's Mark","ounces bourbon, preferably maker’s mark"
"Bottle","Whiskey-Bourbon","Maker’s Mark","ounce maker’s mark bourbon"
"Bottle","Whiskey-Bourbon","Old Forester","ounce old forester bourbon"
"Bottle","Whiskey-Bourbon","Old Forester","ounces old forester signature or other strong bourbon, vanillated (see note)"
"Bottle","Whiskey-Canadian","House Canadian Whiskey","ounces canadian whiskey"
"Bottle","Whiskey-Date","Date-Infused Bourbon Whiskey","ounces (5 tablespoons) date-infused bourbon"
"Bottle","Whiskey-Irish","House Irish Whiskey","ounces irish whisky"
"Bottle","Whiskey-Irish","Powers Gold Label","ounces irish whiskey, preferably powers gold label"
"Bottle","Whiskey-Rye","Dad's Hat","ounces rye whiskey, preferably unaged like dad’s hat"
"Bottle","Whiskey-Rye","House Rye","ounce rye whiskey"
"Bottle","Whiskey-Rye","House Rye","ounces rye whiskey"
"Bottle","Whiskey-Rye","House Rye","ounces rye or bourbon"
"Bottle","Whiskey-Rye","House Rye","ounces straight rye whiskey"
"Bottle","Whiskey-Rye","House Rye","ounces bourbon or rye whiskey"
"Bottle","Whiskey-Rye","House Rye","2-3 ounces bourbon or rye whiskey"
"Bottle","Whiskey-Rye","Mckenzie","ounces mckenzie rye whiskey"
"Bottle","Whiskey-Rye","Old Overholt","shot old overholt (or whatever rye you like)"
"Bottle","Whiskey-Rye","Old Overholt","ounce rye whiskey, preferably old overholt"
"Bottle","Whiskey-Rye","Old Overholt","oz. old overholt rye whiskey"
"Bottle","Whiskey-Rye","Old Overholt","ounces old overholt rye"
"Bottle","Whiskey-Rye","Ragtime","ounces rye whiskey, preferably ragtime"
"Bottle","Whiskey-Rye","Rittenhouse 100-Proof","ounce rittenhouse 100-proof rye whiskey"
"Bottle","Whiskey-Rye","Wild Turkey","liter rye whiskey, preferably wild turkey 101"
"Bottle","Whiskey-Rye","Wild Turkey","ounces of wild turkey rye"
"Bottle","Whiskey-Silver","House Unaged Whiskey","ounce unaged whiskey"
"Bottle","Whisky-Scotch","Ardbeg","ounces ardbeg whisky"
"Bottle","Whisky-Scotch","Bowmore 12","oz. smoky scottish whisky (i like bowmore 12)"
"Bottle","Whisky-Scotch","Dewar's White Label","ounces scotch (preferably dewar's white label)"
"Bottle","Whisky-Scotch","House Scotch Whisky","ounces blended scotch"
"Bottle","Whisky-Scotch","House Scotch Whisky","ounce single-malt scotch, preferably a peaty one from islay"
"Bottle","Whisky-Scotch","House Scotch Whisky","cup smoky scotch whisky"
"Bottle","Whisky-Scotch","House Scotch Whisky","ounces cask-strength scotch"
"Bottle","Whisky-Scotch","House Single-Malt Scotch Whisky","ounces single-malt scotch, not too smoky"
"Bottle","Wine-Apertif","Pineau des Charentes","ounce pineau des charentes"
"Bottle","Wine-Fortified-Sweet","Muscat de Beaume de Venise","ounce muscat de beaume de venise"
"Bottle","Wine-Fortified-Red","Byrrh","ounce byrrh"
"Bottle","Wine-Fortified-White","Lillet Blanc","oz. lillet blanc"
"Bottle","Wine-Fortified-White","Lillet Blanc","ounces lillet blanc"
"Bottle","Wine-Fortified-White","Lillet Blanc","part lillet blanc"
"Bottle","Wine-Fortified-White","Lillet Blanc","ounces lillet"
"Bottle","Wine-Lambrusco-White","Lini Lambrusco Bianco","ounces lini lambrusco bianco, or other sparkling white wine"
"Bottle","Wine-Red","Brachetto d'Acqui","ounces brachetto d'acqui wine"
"Bottle","Wine-Red","Grappa Nonino Merlot","ounce grappa (café gray uses nonino merlot grappa)"
"Bottle","Wine-Red","House Cabernet","ounce red wine (a cabernet, zinfandel or similarly bold red)"
"Bottle","Wine-Red","House Cabernet-Merlot","ounces cabernet-merlot"
"Bottle","Wine-Red","House Garnacha","bottle red wine, preferably garnacha"
"Bottle","Wine-Red","House Merlot","cup red wine, preferably merlot"
"Bottle","Wine-Red","House Merlot","cups (about 2 bottles) robust, fruity, acidic wine (beaujolais, cabernet sauvignon, merlot or zinfandel)"
"Bottle","Wine-Red","House Red","cups dry red wine"
"Bottle","Wine-Red","House Red","bottles red wine"
"Bottle","Wine-Red","House Red","bottle fruity red wine"
"Bottle","Wine-Red","House Rioja","ounces red wine, preferably rioja"
"Bottle","Wine-Red","House Spanish Red","ounces dry red wine (preferably spanish)"
"Bottle","Wine-Red","House Tempranillo","bottles red wine (preferably tempranillo)"
"Bottle","Wine-Red","House Zinfandel","ounces red zinfandel"
"Bottle","Wine-Red","Recioto della Valpolicella","cup recioto della valpolicella or port"
"Bottle","Wine-Rice","House Sake","ounces sake"
"Bottle","Wine-Rice","House Sake","liter of room-temperature sake (any sake)"
"Bottle","Wine-Rice","House Sake","cup hot sake, just below boiling"
"Bottle","Wine-Rice","House Sake","liter sake, chilled"
"Bottle","Wine-Rice","Masumi Arabashiri Sake","ounces sake, like masumi arabashiri"
"Bottle","Wine-Rice-Plum","Plum Sake","ounce of plum sake"
"Bottle","Wine-Rosé","House Rosé","750-ml bottle chilled dry spanish rosé"
"Bottle","Wine-Rosé","House Rosé","liters rosé (about 2 1/2 bottles)"
"Bottle","Wine-Sparkling","House Cava","bottle cava"
"Bottle","Wine-Sparkling","House Cava","bottle cava 1 1/2 cups, chilled"
"Bottle","Wine-Sparkling","House Cava","ounces cava or other dry sparkling wine"
"Bottle","Wine-Sparkling","House Cava","ounces cava (or dry champagne or prosecco)"
"Bottle","Wine-Sparkling","House Cava","750-milliliter bottle spanish sparkling wine"
"Bottle","Wine-Sparkling","House Champagne","ounces champagne, or to taste"
"Bottle","Wine-Sparkling","House Champagne","ounces champagne or other sparkling wine, chilled"
"Bottle","Wine-Sparkling","House Champagne","bottles champagne or other sparkling wine"
"Bottle","Wine-Sparkling","House Champagne","champagne, to top"
"Bottle","Wine-Sparkling","House Champagne","ounces champagne"
"Bottle","Wine-Sparkling","House Champagne","ounces cold champagne"
"Bottle","Wine-Sparkling","House Champagne","splash of champagne or sparkling wine"
"Bottle","Wine-Sparkling","House Champagne","ounce champag"
"Bottle","Wine-Sparkling","House Champagne","chilled champagne or sparkling water"
"Bottle","Wine-Sparkling","House Champagne","bottle good champagne"
"Bottle","Wine-Sparkling","House Champagne","bottle (375 milliliters) champagne"
"Bottle","Wine-Sparkling","House Dry Sparkling Wine","ounces dry sparkling wine"
"Bottle","Wine-Sparkling","House Dry Sparkling Wine","ounce dry sparkling wine"
"Bottle","Wine-Sparkling","House Dry Sparkling Wine","dry sparkling wine"
"Bottle","Wine-Sparkling","House Prosecco","ounces well-chilled prosecco"
"Bottle","Wine-Sparkling","House Prosecco","ounces prosecco"
"Bottle","Wine-Sparkling","House Prosecco","ounces prosecco (i love carpene malvolti)"
"Bottle","Wine-Sparkling","House Prosecco","cup dry prosecco"
"Bottle","Wine-Sparkling","House Prosecco","bottle (750 milliliters) prosecco or other sparkling wine, chilled"
"Bottle","Wine-Sparkling","House Prosecco","bottle of prosecco, chilled"
"Bottle","Wine-Sparkling","House Sparkling Wine","bottle sparkling wine, well chilled (see note)"
"Bottle","Wine-Sparkling","House Sparkling Wine","ottle chilled sparkling wine"
"Bottle","Wine-Sparkling","Vouvray Foreau","ounces vouvray foreau, sparkling white wine or champagne"
"Bottle","Wine-Sparkling-Rosé","House Sparkling Rosé","cup sparkling rosé, optional"
"Bottle","Wine-Sparkling-Sweet","House Sparkling Moscato","enough sparkling moscato to 'float.'"
"Bottle","Wine-White","Albariño","ounces albariño"
"Bottle","Wine-White","House Sauvignon Blanc","cup chilled sauvignon blanc"
"Bottle","Wine-White","Vernaccia di San Gimignano","750 milliliter bottle vernaccia di san gimignano or other dry white wine, well chilled"
"Bottle","Wine-White","Vin du Bugey","ounces sparkling white wine or sparkling rosé (vin du bugey or a loire valley sparkling wine)"
"Bottle","Wine-White-Dry","House Dry White","¾ ounce dry white wine."
"Bottle","Wine-White-Dry","House Dry White","cups dry white wine, chilled"
"Bottle","Wine-White-Dry","House Dry White","ounces dry white wine"
"Bottle","Wine-White-Dry","Jurancon","ounces jurancon or other dry white wine"
"Bottle","Wine-White-Sweet","House Gewürztraminer","ounces gewürztraminer"
"Bottle","Wine-White-Sweet","House Riesling","ounces (2 cups) chilled german (or other) riesling, not too sweet"
"DROP","DROP","DROP","agave nectar (optional)"
"DROP","DROP","DROP","pickled green chili pepper, for garnish (optional)"
"DROP","DROP","DROP","cups ice"
"DROP","DROP","DROP","crushed ice"
"DROP","DROP","DROP","cup water"
"DROP","DROP","DROP","ounces water"
"DROP","DROP","DROP","ounces water (use the freshest water possible; avoid water that has a bad taste or aroma)"
"DROP","DROP","DROP","ice"
"DROP","DROP","DROP","dash of water"
"DROP","DROP","DROP","cups water"
"DROP","DROP","DROP","some ice"
"DROP","DROP","DROP","over ice"
"DROP","DROP","DROP","cup ice"
"DROP","DROP","DROP","large ice cubes"
"DROP","DROP","DROP","quarts water"
"DROP","DROP","DROP",""
"DROP","DROP","DROP","food-grade cheesecloth, rinsed and wrung out"
"DROP","DROP","DROP","strong butcher’s twine"
"DROP","DROP","DROP","large sealable glass vessel or urn, with lid."
"DROP","DROP","DROP","cup crushed ice"
"DROP","DROP","DROP","large chunk of ice, or ice mold"
"DROP","DROP","DROP","glass of ice"
"DROP","DROP","DROP","ice cubes"
"DROP","DROP","DROP","cup boiling water"
"DROP","DROP","DROP","finely cracked ice"
"DROP","DROP","DROP","teaspoon green chartreuse, optional"
"DROP","DROP","DROP","edible flower optional"
"DROP","DROP","DROP","ounces crème de cassis, optional"
"DROP","DROP","DROP","cracked ice"
"DROP","DROP","DROP","water"
"DROP","DROP","DROP","ice (optional)"
"DROP","DROP","DROP","ice cubes (about 16 cups)"
"DROP","DROP","DROP","dash maggi seasoning, optional"
"DROP","DROP","DROP","scoop ( 3/4 cup) crushed ice"
"DROP","DROP","DROP","cup ice cubes"
"DROP","DROP","DROP","cup vodka or white rum (optional)"
"DROP","DROP","DROP","finely crushed ice"
"DROP","DROP","DROP","cloves (optional)"
"DROP","DROP","DROP","teaspoon egg white (optional)"
"DROP","DROP","DROP","salt-and-chili-powder mix for rim, optional"
"DROP","DROP","DROP","teaspoon superfine sugar, optional"
"DROP","DROP","DROP","drop grenadine (optional)"
"Pantry","Berries-Blackberries","Blackberries","large blackberries, stems removed (plus 2 for garnish)"
"Pantry","Berries-Blackberries","Blackberries","cups blackberries"
"Pantry","Berries-Blueberries","Blueberries","marinated blueberries, for garnish (see note)"
"Pantry","Berries-Blueberries","Blueberries","ounces blueberries"
"Pantry","Berries-Cranberries","Cranberries","ounces cranberries (3 cups)"
"Pantry","Berries-Cranberries","Cranberries","ounces cranberries, washed and picked over"
"Pantry","Berries-Cranberries","Cranberries","cups frozen cranberries"
"Pantry","Berries-Dried-Currants","Currants Dried","cup dried currants, optional"
"Pantry","Berries-Gooseberry","Berries-Gooseberry","gooseberry"
"Pantry","Berries-Mixed","Berries Mixed","pint mixed berries (like raspberries, blackberries or strawberries)"
"Pantry","Berries-Raspberries","Raspberries","pint raspberries"
"Pantry","Berries-Raspberries","Raspberries","raspberries, for garnish"
"Pantry","Berries-Raspberries","Raspberries","citrus zest strips, rose petals or raspberries, for garnish"
"Pantry","Berries-Raspberries","Raspberries","raspberries for garnish"
"Pantry","Berries-Raspberries","Raspberries","fresh raspberries"
"Pantry","Berries-Strawberries","Strawberries","or so strawberries, plus 3 for garnish"
"Pantry","Berries-Strawberries","Strawberries","cup sliced strawberries, plus berry for garnish"
"Pantry","Berries-Strawberries","Strawberries","halved strawberry, for garnish"
"Pantry","Berries-Strawberries","Strawberries","cup hulled fresh strawberries"
"Pantry","Berries-Strawberries","Strawberries","pint strawberries"
"Pantry","Cereal-Cheerios-Honey Nut","Honey Nut Cheerios","honey nut cheerios, for garnish"
"Pantry","Cheese-Goat","Goat Cheese","ounces goat cheese"
"Pantry","Cheese-Mascarpone","Mascarpone","ounces mascarpone"
"Pantry","Cheese-Roquefort","Roquefort Cheese","ounces roquefort cheese, crumbled"
"Pantry","Cherries","Cherries","pitted cherries (or raspberries or blueberries)"
"Pantry","Cherries","Cherries","cherries, pitted and halved"
"Pantry","Cherries","Cherries","pound dark, sweet cherries (preferably fresh, but frozen is okay)"
"Pantry","Cherries","Cherries","pitted cherries"
"Pantry","Cherries-Brandied","Brandied Cherries","brandied cherry"
"Pantry","Cherries-Brandied","Brandied Cherries","brandied cherries, for garnish"
"Pantry","Cherries-Brandied","Brandied Cherries","brandied cherries, for garnish."
"Pantry","Cherries-Brandied","Brandied Cherries","brandied or maraschino cherries"
"Pantry","Cherries-Brandied","Brandied Cherries","teaspoon of brandied cherry juice"
"Pantry","Cherries-Brandied","Brandied Cherries","teaspoon brandied cherry juice"
"Pantry","Cherries-Brandied","Brandied Cherries","maraschino cherries, for garnish"
"Pantry","Cherries-Brandied","Brandied Cherries","maraschino cherry, for garnish"
"Pantry","Cherries-Brandied","Brandied Cherries","stemmed maraschino cherry"
"Pantry","Cherries-Brandied","Brandied Cherries","garnish: maraschino cherry"
"Pantry","Cherries-Brandied","Brandied Cherries","maraschino cherry and orange slice"
"Pantry","Cherries-Brandied","Brandied Cherries","maraschino cherries with stems"
"Pantry","Cherries-Brandied","Brandied Cherries","maraschino cherry"
"Pantry","Cherries-Brandied","Brandied Cherries","maraschino cherry or lemon twist for garnish"
"Pantry","Cherries-Brandied","Luxardo Cherries","ounces of syrup from a jar of luxardo marasca cherries, or other cherries in syrup (see note)"
"Pantry","Cherries-Brandied","Luxardo Cherries","luxardo cherry"
"Pantry","Cherries-Brandied","Luxardo Cherries","luxardo marasca cherry or other high-quality macerated cocktail cherry"
"Pantry","Chilies-Dried-Chiles de Arbol","Chiles de Arbol","dried chiles de arbol"
"Pantry","Chilies-Jalapeño","Jalapeño","jalapeño slices, for garnish"
"Pantry","Chilies-Jalapeño","Jalapeño","sliced jalapeno"
"Pantry","Chilies-Jalapeño","Jalapeño","jalapeno peppers"
"Pantry","Cider-Apple","Apple Cider","ounces cider"
"Pantry","Cider-Apple","Apple Cider","cup apple cider"
"Pantry","Cider-Apple","Apple Cider","ounce fresh apple cider"
"Pantry","Cider-Apple","Apple Cider","oz. nonalcoholic apple cider or juice"
"Pantry","Cider-Apple","Apple Cider","ounces apple cider"
"Pantry","Cider-Apple","Apple Cider","splash of apple cider"
"Pantry","Cider-Apple","Apple Cider","gallon sweet apple cider"
"Pantry","Cider-Apple-Ginger","Ginger-Infused Apple Cider","ounces ginger-infused apple cider"
"Pantry","Cider-Apple-Sparkling","Sparkling Apple Cider","ounces (or more, to taste) sparkling apple cider, preferably aval"
"Pantry","Citrus-Blood Orange","Blood Orange","ounce fresh-squeezed blood orange juice plus a twist of blood orange, for garnish"
"Pantry","Citrus-Blood Orange","Blood Orange","ounces blood orange juice"
"Pantry","Citrus-Clementine","Clementine","ounces clementine orange juice (from about 3 to 5 clementines)"
"Pantry","Citrus-Clementine","Clementine","one handful clementine peels (with a paring knife, remove as much pith as possible)."
"Pantry","Citrus-Grapefruit","Grapefruit","grapefruit twist"
"Pantry","Citrus-Grapefruit","Grapefruit","ounces (6 cups) freshly squeezed grapefruit juice (juice of 5 fruits)"
"Pantry","Citrus-Grapefruit","Grapefruit","ounces freshly squeezed grapefruit juice"
"Pantry","Citrus-Grapefruit","Grapefruit","ounces grapefruit juice"
"Pantry","Citrus-Grapefruit","Grapefruit","slice grapefruit"
"Pantry","Citrus-Grapefruit","Grapefruit","ounces fresh grapefruit juice"
"Pantry","Citrus-Grapefruit","Grapefruit","grapefruit peel"
"Pantry","Citrus-Grapefruit","Grapefruit","ounce grapefruit juice"
"Pantry","Citrus-Grapefruit","Grapefruit","½ ounce grapefruit juice"
"Pantry","Citrus-Grapefruit","Grapefruit","grapefruit twist, for garnish"
"Pantry","Citrus-Grapefruit","Grapefruit","grapefruit segment"
